,mol_name,SMILES,PLANET_affinity
97,,Clc1ccc2c(NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,8.434886
98,,Cc1noc(C)c1CC(=O)N1CCC[NH+](Cc2cccs2)CC1,6.741291
99,,CC[NH+](CC)CCN(C(=O)c1cc(Cl)ccc1Cl)c1nc2c(SC)cccc2s1,3.9959908
100,,Cc1cc(C)cc(N/C(S)=C(/C(=O)c2cccs2)[n+]2cccc(C)c2)c1,0.072564244
101,,CCC[C@H](c1nnnn1C(C)(C)C)[NH+](Cc1cc2c(C)cc(C)cc2[nH]c1=O)C1CCCCC1,1.2027087
102,,COc1cc2c(cc1OC)C(=O)C(CCC1CCN(Cc3ccccc3)CC1)C2,6.5165625
103,,O=C1Cc2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,6.222421
104,,CC[NH+](CC)CCN(Cc1cccs1)C(=O)/[NH+]=c1/ccc2c(C)cc(O)oc-2c1,6.203544
105,,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,7.2123528
106,,O=C(NCCCN1CC[NH+](C2CCCCC2)CC1)[C@H]1CCCN1c1nnc(N2CCCC2=O)s1,8.196423
107,,c1cc[n+](CCCCCCCCCCC[n+]2ccccc2)cc1,4.511729
108,,CC(C)(C)c1ccc(NC(=O)C2=NO[C@@H](CNc3[nH+]cc(C(F)(F)F)cc3Cl)C2)cc1,6.8524776
109,,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN3CCCCC3)c1)O2,6.5761824
110,,CCCOc1c(Br)cc(C[NH2+]CCSc2nnnn2-c2ccccc2)cc1OC,6.315005
111,,Cc1nc2ccccc2c(N)c1COCc1cccc(C(=O)C(F)(F)F)c1,6.6551027
112,,COc1ccc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)ccc2c1,8.433348
113,,C[NH+](C)[C@@H](CNC(=O)CCc1ncc(-c2ccc(Cl)cc2)o1)c1ccccc1Cl,7.232341
114,,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,5.723147
115,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)cc1)C2,6.3535514
116,,CCOC(=O)/C=C(\C)N/[NH+]=c1\cc(-c2ccccc2)c2cc3c(-c4ccccc4)coc3c(C)c2o1,1.4807329
117,,O=C(CCCCC1CCSS1)NCCCCNc1c2c(nc3ccccc13)CCCC2,6.3854804
118,,CCCCSc1nc(N2CC[NH+](Cc3ccc(C)cc3C)CC2)c2c(CC)c(C)sc2n1,7.348768
119,,Nc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2,3.665999
120,,COC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,7.58332
121,,O=C(CSc1nnc(C2=c3ccccc3=[NH+]C2)n1-c1ccccc1)Nc1ccccc1Cl,7.311484
122,,C1CC[NH+]2[C@H](C1)C[C@H]1CCC[C@@H]12,1.0850618
123,,CN(C)Cc1ccc(CSCCNc2cc(NCCSCc3ccc(CN(C)C)o3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,7.142313
124,,Cc1nc(C[NH2+][C@@H]2COC[C@H]2O)cs1,1.0616163
125,,Cc1ccc2cc([C@@H](c3nnnn3C3CCCC3)[NH+](Cc3ccccc3)Cc3ccc(F)cc3)c(=O)[nH]c2c1,4.6302977
126,,C[n+]1ccc2c3ccccc3n(CCCCCCCCCCCCn3c4ccccc4c4cc[n+](C)cc43)c2c1,8.340398
127,,COC(=O)c1ccc(OC[C@H]2NO[C@H](C(=O)NCCC3=c4cc(F)ccc4=[NH+]C3)N2)cc1,6.7044673
128,,O=C(CSc1nc2ccccc2s1)N1CCC(c2ccccc2)=N1,4.756046
129,,CCOc1ccc([C@@H]2C(C(=O)c3ccc(OCC(C)C)cc3C)=C(O)C(=O)N2CCC[NH+](C)C)cc1,7.14543
130,,Cc1cc(F)ccc1NC(=O)c1cc(C(C)C)n2nccc2n1,5.968168
131,,CCOC(=O)Cn1nnnc1[C@H](CC)[NH+](Cc1ccc(C)cc1)Cc1cc2c(C)ccc(C)c2[nH]c1=O,3.2273118
132,,COc1ccc2c(c1)=[NH+][C@@H](/C(C#N)=C/c1cc(Cl)c(OCc3ccccc3F)c(OC)c1)[NH+]=2,6.723265
133,,O=[N+]([O-])c1ccc(/N=C(\S)NCCC2CCN(Cc3ccccc3)CC2)nc1,6.0676174
134,,CC(C)Cc1cc(C[NH+](CC2CC[NH+](C3CCCC3)CC2)C[C@H]2CCCO2)n[nH]1,6.9370093
135,,C[C@H](OC(=O)c1cc(-c2ccco2)nc2ccccc12)C(=O)Nc1ccc(S(N)(=O)=O)cc1,4.9382105
136,,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3C(C)(C)C)[NH+](Cc3ccco3)Cc3ccccc3Cl)cc2c1,3.7430842
137,,COc1ccccc1NC(=O)[C@H]1C[C@@H]([C@@H]2CCCN(Cc3sccc3C)C2)[NH+](C)C1,7.9116087
138,,COc1cc2cc(-c3ccc(C[N+](C)(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,7.505332
139,,CSCC[C@@H](NC(=O)[C@@H]1CC=CCN1C(=O)[C@H](NC[C@H]([NH3+])CS)C(C)C)C(=O)[O-],7.2313733
140,,CC(=O)c1ccc(C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1,7.0852194
141,,CCc1ccc([C@H](CNC(=O)CCc2c(C)nc3ncnn3c2C)[NH+](C)C)cc1,7.2239122
142,,CC[NH+](CC)CCN(C(=O)CCCS(=O)(=O)c1ccc(Cl)cc1)c1nc2c(C)cccc2s1,6.3575635
143,,O=C(NCc1ccc(OCc2ccc(F)cc2)cc1)[C@@H]1CCC[NH+](Cc2nc(-c3cccs3)no2)C1,9.347767
144,,Cc1ccc(C[NH+](C[C@H](O)COc2ccc(C(C)C)cc2)C[C@H]2CCCO2)o1,6.9282756
145,,O=c1[nH]c2ccccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,7.118555
146,,N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,8.605486
147,,c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,7.9442406
148,,COc1cc(CCC(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,5.7894306
149,,CCS(=O)(=O)Nc1cccc(N2CCC([NH2+]C[C@@H](c3cccnc3)N3CCOCC3)CC2)c1,8.279226
150,,CN(C)C(=O)Oc1cccc2c1CCC2N,3.5922325
151,,C[C@H](Sc1ccc(F)cc1F)C(=O)N1CCN(c2cccc[nH+]2)CC1,2.4244192
152,,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,6.362883
153,,CC[C@H](c1nnnn1Cc1ccco1)[NH+](Cc1cccs1)Cc1cc2cc(OC)c(OC)cc2[nH]c1=O,3.7812052
154,,COc1ccc(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc1OC,6.8314123
155,,CN1CCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,7.409623
156,,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,8.334177
157,,C[C@H](c1ccc(S(N)(=O)=O)cc1)[NH+](C)Cc1nc2cc(Cl)ccc2n1C,2.4376998
158,,COc1cc(C(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,6.535143
159,,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.2960396
160,,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3)cc1)C2,5.130418
161,,COc1cc2c(cc1Cl)/C(=C\CC[NH+](C)C)c1ccccc1S2,5.589846
162,,COc1cc(C[NH2+]Cc2ccco2)cc(Br)c1OCC(=O)Nc1ccc(C)cc1,7.1093874
163,,CC(C)[C@@H](C(=O)N1CCN(Cc2cc(=O)n3ccsc3[nH+]2)CC1)N1CCCC1=O,7.7899466
164,,C[N+]1(C)CCO[C@@](O)(c2ccc(C#N)cc2)C1,5.0874157
165,,COc1cc(/C=C/C(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,6.572288
166,,CC(C)(C)[NH2+]Cc1cc(Oc2cccc(Cl)c2Cl)ccn1,6.1590004
167,,COc1c(Br)cc(C[NH2+]CC(C)(C)C[NH+](C)C)cc1Br,4.295498
168,,O=C(O)c1cccc(N2C(=O)CCC2=O)c1,2.9807293
169,,Cc1ccn2c(NC3CCCCC3)c(-c3ccccc3OC(=O)Cc3cccs3)[nH+]c2c1,7.5362167
170,,CC[NH+](CC)[C@H](CNC(=O)CCc1ncc(-c2ccc(Cl)cc2)o1)c1ccccc1Cl,7.2523026
171,,c1ccc2c(c1)nnn2[C@H]([NH2+][C@H](C1CCCCC1)n1nnc2ccccc21)C1CCCCC1,8.390155
172,,CCN1/C(=C/c2sc3ccc(OC)cc3[n+]2C[C@H](O)CS(=O)(=O)[O-])C=Cc2cc(OC)ccc21,8.147329
173,,COc1cc2c(cc1OC)C(=O)C(CNCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2,7.0636277
174,,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCCCCCCCN(C)Cc1ccc(F)cc1,7.980402
175,,c1cc(CCNc2c3c(nc4ccccc24)CCCC3)nc(CCNc2c3c(nc4ccccc24)CCCC3)c1,8.578218
176,,CCC[NH+]1CCc2c(c(CN(C(=O)[C@@H](CC)c3ccccc3)C(C)C)nn2-c2ccc(C)cc2)C1,3.650235
177,,C[C@H](Cc1ccccc1F)NC(=O)[C@@H]1CN(C(=O)CCCc2ccccc2)CC12CC[NH2+]CC2,8.47864
178,,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,8.139641
179,,Cc1ccc([C@@H](NC(=O)[C@H]2CCC[NH+](Cc3nc(-c4cccs4)no3)C2)C(C)C)c(C)c1,7.7750278
180,,O=C(c1ccc(C[S@](=O)c2ccc(Br)cc2)o1)N1CC[NH+](C2CCCCC2)CC1,8.547615
181,,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,6.0022545
182,,CCCN(Cc1c(CC)nn(-c2ccc(F)cc2)c1N1CC[NH+](C(C)C)CC1)C(=O)C1CC1,5.604382
183,,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)N1CC[NH+](C[C@H]2CCCO2)CC1,4.601832
184,,O[C@H](c1cccc(Br)c1)[C@@H]1CCCC[NH2+]1,5.072991
185,,O=C1CNc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2C1,7.0280156
186,,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12,7.3794274
187,,CCCC[C@H](CC)C(=O)N(c1cccc(Cl)c1)[C@@H](C(=O)NC1CCCCC1)c1ccc(N(C)C)cc1,3.9362593
188,,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC,7.6654334
189,,FC(F)(F)c1ccc(/[NH+]=c2\oc3ccccc3cc2-c2nc3ccccc3[nH]2)cc1,3.548079
190,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CCN3CCCC3)cc1)C2,6.9394894
191,,COc1ccccc1N/C(=[NH+]/N=C/c1ccc(OCCC(C)C)c(OC)c1)c1ccc2ccccc2n1,4.6687317
192,,CCCOc1ccc(-c2[nH+]c3ccc(N)cn3c2CN2C[C@H](C)O[C@@H](C)C2)cc1,5.954931
193,,c1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)c3c(nc2c1)CCCC3,7.6869926
194,,Clc1ccc2c(NCCCNCCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3,7.993376
195,,Nc1ccc(Cl)c(C[NH+]2CCC[C@H]3CCCC[C@@H]32)n1,2.6632938
196,,CCC[NH+]1CCC(C2=NC(c3ccc(F)cc3)=C(c3ccncc3)C2)CC1,6.800805
197,,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,5.62485
198,,CC[C@@H](C)[NH+](C)CC(=O)c1ccc(Br)s1,3.1991816
199,,Clc1ccc2c(c1)N=C1CCCN1C2NCCCCCCCC/N=c1/c2ccc(Cl)cc2nc2n1CCC2,8.253928
200,,COc1cccc([C@@H](CNC(=O)c2[nH]c(C)c(C(C)=O)c2C)C2=c3ccccc3=[NH+]C2)c1OC,6.443242
201,,Cc1ccc([C@@](O)(C2CCCCC2)[C@@H](C[NH+]2CCCC2)Oc2ccc(Cl)cc2Cl)cc1,6.5188403
202,,O=C(CCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,6.895549
203,,Nc1c2c(nc3cccc(Cl)c13)CCCCC2,3.154808
204,,COCCn1nnnc1[C@H]([C@@H]1C=c2cc(C)ccc2=[NH+]C1=O)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1,4.0468674
205,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1,6.350919
206,,C1Cn2c(nnc2[C@H]2COCCO2)C[NH2+]1,2.5699093
207,,O=C(CNc1c2c(nc3ccccc13)CCCC2)NCC1CCN(c2ccccc2)CC1,7.395056
208,,CN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,8.683632
209,,CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1,6.0273376
210,,O=C(CCN1CCCC1)Nc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12,6.351115
211,,C[C@@H]1[C@@H](C2[NH+]=c3ccccc3=[NH+]2)[C@@H](NC(=O)c2ccccc2F)[NH+](Cc2ccco2)[C@H]1C,8.17363
212,,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCCNc1c2c(nc3ccccc13)CCCC2,6.104825
213,,O=C(NCCn1c(CCc2ccccc2)nc2ccccc21)Nc1ccc(Br)cc1F,8.565784
214,,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.514188
215,,CCCCCCOc1ccc(Br)cc1C(=O)NNC(=O)COc1ccc(C)cc1C,6.212191
216,,C[C@@H]([NH3+])[C@@H](Oc1ccccc1I)c1ccc(Cl)s1,5.4009
217,,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.9172993
218,,CCOC(=O)c1ccc(NC(=S)NNC(=O)c2ccc(COc3ccc4c(c3)CCC4)o2)cc1,4.4917994
