,mol_name,SMILES,PLANET_affinity
16,ACTIVE_0017,NS(=O)(=O)c1nnc(NC(=O)CCNC(=O)CN(CCN(CC(=O)[O-])c2ccccc2O)c2ccccc2O)s1,5.797821
17,ACTIVE_0018,C[C@H](CCC(=O)OCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.1008
18,ACTIVE_0019,Cc1ncc(CO)c(CNc2nc(NCc3c(CO)c[nH+]c(C)c3[O-])nc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1O,9.651439
19,ACTIVE_0020,NS(=O)(=O)[N-]c1cccc(C(=O)c2ccccc2)c1,8.1261015
20,ACTIVE_0021,Cc1cc(-c2ccccc2)cc(C)[n+]1Cc1ccc(S(N)(=O)=O)cc1,6.255225
21,ACTIVE_0022,NS(=O)(=O)c1nnc(NC(=O)CN2CCN(Cc3ccccc3)CC2)s1,8.160449
22,ACTIVE_0023,NS(=O)(=O)c1cc2cc(C[NH2+]Cc3ccccn3)sc2o1,6.338606
23,ACTIVE_0024,CCCCCC/C(=N\N)c1csc(S(N)(=O)=O)c1,5.6179624
24,ACTIVE_0025,NS(=O)(=O)c1cc2c(cc1[S-])NCNS2(=O)=O,7.8092537
25,ACTIVE_0026,[NH-]S(=O)(=O)c1nnc(NN2C(=O)c3cccnc3C2=O)s1,7.605136
26,ACTIVE_0027,NS(=O)(=O)c1ccc(CCNC(=O)c2cccc(C(=O)[O-])n2)cc1,6.672201
27,ACTIVE_0028,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1,5.6423798
28,ACTIVE_0029,CN1CCN(N/[NH+]=C(\[S-])Nc2ccc(S(N)(=O)=O)cc2)CC1,6.2948008
29,ACTIVE_0030,[NH-]S(=O)(=O)c1nnc(NC(=O)CCSSCCC(=O)Nc2nnc(S(N)(=O)=O)s2)s1,5.9576664
30,ACTIVE_0031,CC(=O)OC[C@H]1O[C@@H](SNCc2ccc(S(N)(=O)=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,5.1920824
31,ACTIVE_0032,NS(=O)(=O)c1ccc(CCNCc2ccccc2F)cc1,6.3179355
32,ACTIVE_0034,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)cc[nH+]1,7.0437374
33,ACTIVE_0035,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N)c2)c1-c1ccccc1,6.041332
34,ACTIVE_0036,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1nnc(S([NH-])(=O)=O)s1,6.9872174
35,ACTIVE_0038,Cc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1-c1ccc(S(N)(=O)=O)cc1,5.704893
36,ACTIVE_0039,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,6.017179
37,ACTIVE_0040,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.3747134
38,ACTIVE_0041,CCCCO[C@@H]1CS(=O)(=O)c2cc(S(N)(=O)=O)ccc21,5.6384916
39,ACTIVE_0042,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,5.8187513
40,ACTIVE_0043,NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,8.319458
41,ACTIVE_0044,CCc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1-c1ccc(S(=O)(=O)[N-]c2nnc(S([NH-])(=O)=O)s2)cc1,8.4028425
42,ACTIVE_0045,CC(C)(C)c1ccc(S(=O)(=O)CNc2ccc(S(N)(=O)=O)cc2)cc1,7.5280304
43,ACTIVE_0046,NS(=O)(=O)Nc1ccc2ccccc2c1,7.328145
44,ACTIVE_0047,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/C(=O)c1c(F)c(F)cc(F)c1F,8.833025
45,ACTIVE_0048,NS(=O)(=O)c1nnc(NC(=O)CCNC(=O)c2cccc(C(=O)[O-])n2)s1,6.8561
46,ACTIVE_0049,NS(=O)(=O)c1ccc(C(=O)NNC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,6.0716743
47,ACTIVE_0050,Nc1ccc(N=Nc2cccc(S(N)(=O)=O)c2)cc1,6.5583415
48,ACTIVE_0051,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(=O)N2,7.493843
49,ACTIVE_0052,[NH-]S(=O)(=O)c1nnc([N-]S(=O)(=O)c2cc(F)c(N)c(Br)c2)s1,8.593543
50,ACTIVE_0053,Cn1nc(S(N)(=O)=O)s/c1=N/SC(=S)N1CCOCC1,6.343567
51,ACTIVE_0054,[NH-]S(=O)(=O)c1nnc([N-]S(=O)(=O)c2ccc(NCc3cc(=O)oc4cc(Cl)ccc34)cc2)s1,8.936776
52,ACTIVE_0055,NS(=O)(=O)c1cc(C(=O)N2CCCC2)c(Cl)cc1[S-],5.87695
53,ACTIVE_0056,Cc1cc(C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C)c1C,3.3845782
54,ACTIVE_0057,N[C@@H](Cc1ccccc1)C(=O)Nc1nnc(S(N)(=O)=O)s1,8.445627
55,ACTIVE_0058,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)N[C@H](Cc2ccc3ccccc3c2)C(=O)[O-])cc1,6.032322
56,ACTIVE_0059,CNC(=O)COC(=O)[C@@H]1CCCN1C(=S)Nc1ccc(S(N)(=O)=O)cc1,4.054281
57,ACTIVE_0060,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,7.398675
58,ACTIVE_0061,CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc1ccccc1,7.8029785
59,ACTIVE_0062,NS(=O)(=O)Oc1ccc(Oc2ccccc2)cc1,6.6847644
60,ACTIVE_0063,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(=O)(=O)/N=c2/sc(S([NH-])(=O)=O)[nH+]n2C)cc1,4.2441707
61,ACTIVE_0064,NS(=O)(=O)c1ccc(NC(=S)/[NH+]=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)[O-])=C2)c(F)c1,9.119041
62,ACTIVE_0065,NS(=O)(=O)c1ccc(CNC(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1,7.2243176
63,ACTIVE_0066,[NH-]S(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,8.329542
64,ACTIVE_0067,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)[O-])cc1,5.487664
65,ACTIVE_0068,NS(=O)(=O)c1nnc(NC(=O)CCSSCCC(=O)Nc2nnc(S(N)(=O)=O)s2)s1,6.423225
66,ACTIVE_0069,NS(=O)(=O)c1ccc(C(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)[O-])cc1,5.614694
67,ACTIVE_0070,NS(=O)(=O)c1ccc(NC(=O)CC[NH+]2CCOCC2)cc1,5.2699594
68,ACTIVE_0071,NS(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,3.4159281
69,ACTIVE_0072,CO[C@H]1O[C@H](Cn2cc(CNC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,4.467979
70,ACTIVE_0073,NS(=O)(=O)c1ccc(Sc2c(F)c(F)cc(F)c2F)nc1,9.754607
71,ACTIVE_0074,NS(=O)(=O)c1ccc(CNc2[nH]c(=O)[nH]c(=O)[nH+]2)cc1,6.968689
72,ACTIVE_0075,C[C@H](CCC(=O)NCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,7.7538915
73,ACTIVE_0076,NS(=O)(=O)c1ccc(Nc2[nH]c(=O)[nH]c(=O)[nH+]2)cc1,7.2971277
74,ACTIVE_0077,NS(=O)(=O)c1ccc2c(c1)C=CS2(=O)=O,6.180517
75,ACTIVE_0078,NS(=O)(=O)c1ccc(CCNC(=O)c2cc3ccccc3oc2=O)cc1,6.7851005
76,ACTIVE_0079,NS(=O)(=O)c1cc2c(s1)S[C@@H](CCO)CN2,5.587737
77,ACTIVE_0080,CCC[C@H]1C[C@H]([NH2+]CC)c2cc(S(N)(=O)=O)sc2S1(=O)=O,4.820338
78,ACTIVE_0081,[NH-]S(=O)(=O)c1nnc(NC(=O)c2cccc(C(=O)[O-])n2)s1,6.4336314
79,ACTIVE_0082,[NH-]S(=O)(=O)c1nnc(NC(=O)C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,6.935917
80,ACTIVE_0083,NS(=O)(=O)c1nnc(NC(=O)CCN2C(=O)c3cccnc3C2=O)s1,5.522935
81,ACTIVE_0084,NS(=O)(=O)c1ccc(CNC(=S)/[NH+]=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)[O-])=C2)cc1,9.169226
82,ACTIVE_0085,[NH-]S(=O)(=O)c1nnc([N-]S(=O)(=O)c2ccc(NC(=S)NNc3c(F)c(F)c(F)c(F)c3F)cc2)s1,8.156723
83,ACTIVE_0086,CCCCc1ccc(COC(=O)CNC(=O)CNC(=O)CNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1,4.7977533
84,ACTIVE_0087,Cc1cc(C)[n+](CC(=O)OCCc2ccc(S(N)(=O)=O)cc2)c(C)c1,1.8686564
85,ACTIVE_0088,Cc1cc(C)[n+](CC(=O)Nc2ccc3nc(S(N)(=O)=O)sc3c2)c(C)c1,7.2382827
86,ACTIVE_0089,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/C(=O)CCCCC(F)(F)C(F)(F)F,6.197523
87,ACTIVE_0090,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)[C@@H](CC[NH+]1CCOCC1)CN2,5.619751
88,ACTIVE_0091,Cn1nc(S(N)(=O)=O)s/c1=N\Cc1cc(=O)oc2cc(Cl)ccc12,9.146436
89,ACTIVE_0092,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)cc1,7.6617184
90,ACTIVE_0093,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1,6.230804
91,ACTIVE_0094,NS(=O)(=O)c1ccc(NC(=O)CCCC[NH+]2CCOCC2)cc1,4.627983
92,ACTIVE_0095,NS(=O)(=O)c1ccc(N/C([S-])=[NH+]\CCc2ccccn2)cc1,6.2099156
93,ACTIVE_0096,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@@H]3[C@@H]1CC[C@@H]2OS(N)(=O)=O,7.680322
94,ACTIVE_0097,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CC(=O)[O-])c2ccccc2O)c2ccccc2O)c(Br)c1,2.374043
95,ACTIVE_0098,NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CC(=O)[O-])c2ccccc2O)c2ccccc2O)cc1,1.040889
96,ACTIVE_0099,COCCN(CCOC)CC[C@@H]1CNc2cc(S(N)(=O)=O)sc2S1(=O)=O,4.6921487
97,ACTIVE_0100,Cc1ccc2cccc(Oc3ccncc3S(N)(=O)=O)c2n1,8.058767
98,ACTIVE_0101,C[C@@H]1CC=NN1c1ccncc1S(N)(=O)=O,1.357199
99,ACTIVE_0102,NS(=O)(=O)c1ccc(NC(=O)CC[N@H+]2CC[C@H](Cc3ccccc3)CC2)cc1,7.9677815
100,ACTIVE_0103,NS(=O)(=O)c1ccc(NC(=O)Cc2cccc[nH+]2)cc1,6.6516676
101,ACTIVE_0104,NS(=O)(=O)c1ccc(CCNc2[nH]c(=O)[nH]c(=O)[nH+]2)cc1,6.606172
102,ACTIVE_0105,C[C@H](CCC(=O)Nc1nnc(S([NH-])(=O)=O)s1)[C@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.83816
103,ACTIVE_0106,NS(=O)(=O)N[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,6.3529973
104,ACTIVE_0107,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,6.1373463
105,ACTIVE_0108,NS(=O)(=O)c1nnc([N-]S(=O)(=O)c2ccc(NC(=O)[C@H]3[C@@H](C(=O)[O-])[C@@H]4C=C[C@H]3C4)cc2)s1,9.188763
106,ACTIVE_0109,NS(=O)(=O)c1nnc(N2C(=O)c3cccnc3C2=O)s1,7.6917915
107,ACTIVE_0110,Cc1cc(C)[n+](CC(=O)Nc2sc(S([NH-])(=O)=O)[nH+][n+]2C)c(C)c1,2.354336
108,ACTIVE_0111,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1,6.308861
109,ACTIVE_0112,NS(=O)(=O)c1ccc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCCc2ccccn2)c1,9.761688
110,ACTIVE_0113,NS(=O)(=O)c1nc2ccc(N3C(=O)c4cccnc4C3=O)cc2s1,7.5505276
111,ACTIVE_0114,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)CCCCC(F)(F)C(F)(F)F,6.5378284
112,ACTIVE_0115,NS(=O)(=O)c1cc2cc(CN3CCS(=O)CC3)sc2s1,7.2984266
113,ACTIVE_0116,COc1ccc(S(=O)(=O)N(CC(=O)NO)O[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1,4.6233025
114,ACTIVE_0117,CCNC(=O)c1cc(S(N)(=O)=O)ccc1SC1CCCC1,4.0041747
115,ACTIVE_0118,NS(=O)(=O)c1cc2cc(C(=O)NCCN3CCSCC3)sc2s1,5.928686
116,ACTIVE_0119,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,7.690995
117,ACTIVE_0120,CC[N@H+](Cc1cc(=O)oc2cc(Cl)ccc12)[C@@H]1C[C@@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,6.4754467
118,ACTIVE_0121,[NH-]S(=O)(=O)c1nnc(NC(=O)CN(CCN(CC(=O)[O-])c2ccccc2O)c2ccccc2O)s1,1.255438
119,ACTIVE_0122,NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,5.998313
120,ACTIVE_0123,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N\C(=O)c1cccc(C(=O)[O-])n1,6.955457
121,ACTIVE_0124,[NH-]S(=O)(=O)c1nnc(NC(=O)CN2CC[NH+](Cc3ccccc3)CC2)s1,8.1631975
122,ACTIVE_0125,[NH-]S(=O)(=O)c1nnc(NC(=O)CCNC(=O)c2c(F)c(F)c(F)c(F)c2F)s1,7.0724025
123,ACTIVE_0126,CC1CCN(N(CCCC(=O)Nc2ccc(S(N)(=O)=O)cc2)[N@H+]2CC[C@H](C)CC2)CC1,5.8617816
124,ACTIVE_0127,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/SC(=S)N1CCOCC1,5.6650047
125,ACTIVE_0128,NS(=O)(=O)c1ccc(CC/[NH+]=C(\[S-])NNCCN2CCOCC2)cc1,6.091871
126,ACTIVE_0129,NS(=O)(=O)c1ccc(C(=O)N[C@H](Cc2ccc3ccccc3c2)C(=O)[O-])cc1,6.7198706
127,ACTIVE_0130,C=CCn1c(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2sc3c(c2c1=O)CCCC3,4.554636
128,ACTIVE_0131,NS(=O)(=O)c1cnc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCc2ccccn2)c1,10.086078
129,ACTIVE_0132,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,7.2329235
130,ACTIVE_0133,NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CC(=O)[O-])c2ccccc2O)c2ccccc2O)s1,2.0825956
131,ACTIVE_0134,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,6.561105
132,ACTIVE_0135,Cc1cc(C)[n+](CC(=O)Oc2ccc3nc(S(N)(=O)=O)sc3c2)c(C)c1,7.7570724
133,ACTIVE_0136,C#CCNc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,6.347394
134,ACTIVE_0137,CC[NH2+][C@H]1CN(CCCOC)S(=O)(=O)c2sc(S([NH-])(=O)=O)cc21,6.240195
135,ACTIVE_0138,NS(=O)(=O)c1ccc(CC/[NH+]=C(\[S-])N[C@H](CO)[C@@H](O)c2ccc([N+](=O)[O-])cc2)cc1,7.490952
136,ACTIVE_0139,CCN(SC(=S)N1CCOCC1)[C@@H]1C[C@@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,4.6880503
137,ACTIVE_0140,CSc1ccncc1S(N)(=O)=O,3.0551627
138,ACTIVE_0141,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/S(=O)(=O)c1ccc([N-]S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,11.311295
139,ACTIVE_0142,NS(=O)(=O)N1CCCCCC1,3.9967046
140,ACTIVE_0143,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,8.545454
141,ACTIVE_0144,NS(=O)(=O)c1ccc(NC(=O)CCCN2CCOCC2)cc1,5.09396
142,ACTIVE_0145,COCC[NH+](CCOC)Cc1cc2sc(S(N)(=O)=O)cc2s1,5.758914
143,ACTIVE_0146,COCC[NH+](CCOC)CC[C@@H]1CNc2cc(S(N)(=O)=O)sc2S1(=O)=O,5.3386097
144,ACTIVE_0147,NS(=O)(=O)c1cc2c(s1)SCCC2=O,5.637611
145,ACTIVE_0148,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/S(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)cc1,6.9038186
146,ACTIVE_0149,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,7.545409
147,ACTIVE_0150,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,7.3182416
148,ACTIVE_0151,NS(=O)(=O)c1ccc(SCc2ccccc2)c(C(=O)NCc2ccccc2)c1,8.145799
149,ACTIVE_0152,NS(=O)(=O)c1ccc(C(=O)NNC(=O)Nc2ccc(-c3ccccc3)cc2)cc1,6.1433535
150,ACTIVE_0153,NS(=O)(=O)c1ccc(-n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1,6.9018116
151,ACTIVE_0154,C[NH+]1CCN(N/[NH+]=C(\[S-])Nc2ccc(S(N)(=O)=O)cc2)CC1,5.784384
152,ACTIVE_0155,Cn1[nH+]c(S([NH-])(=O)=O)s/c1=N/S(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,9.761722
153,ACTIVE_0156,NS(=O)(=O)c1ccc(-c2cn([C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)nn2)cc1,7.094648
154,ACTIVE_0157,Cc1cc(C)[n+](-c2ccc(S(=O)(=O)[N-]c3nnc(S([NH-])(=O)=O)s3)cc2)c(C)c1,9.493495
155,ACTIVE_0158,NS(=O)(=O)c1cc2cc(C[NH2+]CC3CC3)sc2s1,4.8391175
156,ACTIVE_0159,C[C@H](CCC(=O)OCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.3629975
157,ACTIVE_0160,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH+]c[nH]2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[O-])cc1,6.9984446
158,ACTIVE_0161,[NH-]S(=O)(=O)c1nnc(N[S@@](=O)c2ccc([N+](=O)[O-])cc2)s1,7.6243353
159,ACTIVE_0162,[NH-]S(=O)(=O)c1nnc(NC(=O)c2ccccc2)s1,7.799524
160,ACTIVE_0163,Cc1c2cc(c(C)[n+]1-c1ccc(S(=O)(=O)[N-]c3nnc(S([NH-])(=O)=O)s3)cc1)CCCCCCCCC2,8.2285
161,ACTIVE_0164,NS(=O)(=O)c1ccc(NC(=O)CCCCN2CCOCC2)cc1,4.8905663
162,ACTIVE_0165,NS(=O)(=O)c1nnc([N-]S(=O)(=O)c2ccc(NC(=S)NCC[NH+]3CCOCC3)cc2)s1,7.5336
163,ACTIVE_0166,NS(=O)(=O)c1ccc(C(=O)NC(=O)c2ccco2)cc1,6.384816
164,ACTIVE_0167,NS(=O)(=O)c1cc2c(s1)[C@@H](O)CC[S@@]2=O,5.753631
165,ACTIVE_0168,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(=O)(=O)[N-]c2ccc(S(N)(=O)=O)cc2)cc1,5.7282896
166,ACTIVE_0169,NS(=O)(=O)c1ccc(Nc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,8.171231
167,ACTIVE_0170,[NH-]S(=O)(=O)c1nnc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)s1,6.066899
168,ACTIVE_0171,NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,8.910795
169,ACTIVE_0172,C[C@H](CCC(=O)Nc1nnc(S(N)(=O)=O)s1)[C@H]1CC[C@H]2[C@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,8.72789
170,ACTIVE_0173,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,8.359103
171,ACTIVE_0174,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH+]c[nH]2)C(=O)NCC(=O)[O-])cc1,6.15194
172,ACTIVE_0175,NS(=O)(=O)c1ccc(NNCc2cc(=O)oc3cc(Cl)ccc23)cc1,8.275439
173,ACTIVE_0176,NS(=O)(=O)c1ccc(-n2cc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nn2)cc1,5.213205
174,ACTIVE_0177,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NCC(=O)[O-])cc1,5.9946146
175,ACTIVE_0178,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,8.541216
176,ACTIVE_0179,NS(=O)(=O)c1ccc2c(c1)CC[C@@H]2NC(=O)C1CCCCC1,6.009177
177,ACTIVE_0180,NS(=O)(=O)c1ccc(CCNc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,7.7653775
178,ACTIVE_0181,NS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,8.61839
179,ACTIVE_0182,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)[C@@H](CCN1CCOCC1)CN2,5.826914
180,ACTIVE_0183,N#Cc1c(N)n(-c2cccc(S(N)(=O)=O)c2)c2nc3ccccc3nc12,4.466855
181,ACTIVE_0184,NS(=O)(=O)c1ccc(Nc2ccnc(/N=C/c3coc4ccccc4c3=O)n2)cc1,7.4629507
182,ACTIVE_0185,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,5.5108895
183,ACTIVE_0186,Cc1cc(C)[n+](CC(=O)Nc2nnc(S([NH-])(=O)=O)s2)c(C)c1,5.6401553
184,ACTIVE_0187,C[C@@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@@H]3[C@@H]1CCC2=O,6.987146
185,ACTIVE_0188,NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCNC(=O)[C@@H]([NH3+])Cc2ccccc2)cc1,4.172179
186,ACTIVE_0189,Cc1cc2c(cc1Cl)SC(N/[NH+]=c1\cc[nH]cc1S(N)(=O)=O)=NS2(=O)=O,10.651027
187,ACTIVE_0190,NS(=O)(=O)c1cc2cc(C(=O)NCC[NH+]3CCOCC3)sc2s1,5.7458553
188,ACTIVE_0191,N[C@H](Cc1ccccc1)C(=O)NC(=S)NCCc1ccc(S(N)(=O)=O)cc1,7.4869833
189,ACTIVE_0192,NS(=O)(=O)c1ccc(CNc2nc(NCCN3CC[NH2+]CC3)nc(NCCN3CC[NH2+]CC3)n2)cc1,7.323167
190,ACTIVE_0193,NS(=O)(=O)c1nnc(N[S@@](=O)c2ccc([N+](=O)[O-])cc2)s1,8.0264
191,ACTIVE_0194,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1-c1ccc(S(N)(=O)=O)cc1,7.5036755
